0,1,2,3,4,label,dt,is_touch
3.455374,2.8330846,0.6473757,-2.529227,-1.2157793,9,2025-01-19 16:38:42,False
3.3250568,2.6349554,0.6210292,-2.409921,-1.1967772,9,2025-01-19 16:38:58,False
3.398735,2.8645716,0.65682566,-2.5733612,-1.2024614,9,2025-01-19 16:40:38,False
3.2777014,2.900409,0.61907285,-2.4932976,-1.2153075,9,2025-01-19 16:40:41,False
2.553213,-0.38710916,3.0769124,-1.4997698,2.9414108,8,2025-01-19 16:40:45,False
0.13062271,3.6587253,3.1702716,-1.8505578,1.6046478,12,2025-01-20 19:54:20,False
-0.21414022,3.2850912,1.3106823,2.111746,2.5884116,8,2025-01-20 19:54:46,False
2.8925936,0.7292178,2.1093314,2.8431654,-3.0343971,9,2025-01-20 19:56:38,False
0.12242725,3.534429,3.0452316,-1.9504256,1.524555,12,2025-01-22 19:20:53,False
2.865283,0.7072145,2.007744,2.699612,-2.9713573,9,2025-01-22 19:20:53,False
-0.21101357,3.042763,1.2102759,1.9769484,2.3830972,8,2025-01-22 19:24:42,False
0.12648077,3.6204138,2.9881525,-1.9629133,1.5262862,12,2025-01-22 19:46:17,False
-0.22720224,3.085755,1.3000603,2.0210283,2.6792977,8,2025-01-22 19:46:17,False
-0.20845772,3.2203662,1.2753133,2.0407493,2.5234096,8,2025-01-22 19:46:50,False
2.9081914,0.73865837,2.1289752,2.8289065,-3.0815098,9,2025-01-22 19:47:58,False
3.4077065,-2.6917899,2.552552,1.0945184,-0.9182783,9,2025-01-22 19:48:00,True
-0.37296775,-2.9448786,-3.719679,0.6517532,2.5938792,3,2025-01-23 18:10:42,False
3.0758002,0.74043804,2.2296357,3.0616584,-3.0074627,9,2025-01-23 18:11:31,False
3.2739503,-2.3612573,2.3423672,0.99542177,-0.9098399,9,2025-01-23 18:11:45,True
3.6440885,-2.5280998,2.3648407,1.0258961,-0.96864814,9,2025-01-23 18:12:04,True
-1.651075,0.13698669,3.0854678,2.4956493,0.4484068,5,2025-01-23 18:13:19,True
2.8047943,-3.033188,2.2811189,-3.5140896,-0.28255206,1,2025-01-23 18:13:19,False
-0.5996917,-2.1422787,1.1720688,3.5846968,-2.2326488,8,2025-01-23 22:36:00,False
1.6663038,-3.7877018,-1.6141218,0.7626064,-0.7909703,5,2025-01-23 22:37:29,False
-0.55820197,-2.2309458,1.1961181,4.1034193,-2.133427,8,2025-01-23 22:37:36,False
-0.53794485,-2.0006537,1.1436226,3.9228978,-1.9914719,8,2025-01-23 22:39:54,False
2.10961,-0.071464755,1.8716736,2.6439855,1.6928005,5,2025-01-24 11:33:33,True
-1.4105576,1.1037816,-3.0867872,3.9123983,-2.8280022,9,2025-01-24 11:33:39,True
-3.647938,-1.1927851,3.0138323,-1.2919436,-2.5866964,11,2025-01-24 11:33:50,True
1.847826,3.2632318,-2.4789226,3.7648005,-0.076430716,8,2025-01-24 11:34:26,True
-3.0124266,-0.17330821,-1.7496687,-3.2146075,0.75688785,3,2025-01-24 11:34:47,False
-3.0494068,-3.6553361,1.5000349,1.9090239,0.17513953,2,2025-01-24 11:35:05,False
2.3133492,-0.048320457,1.8051959,2.787235,1.7650815,5,2025-01-24 11:39:17,True
1.7759417,3.2984817,-2.5985982,3.3778913,-0.061553255,8,2025-01-24 11:39:29,True
2.2238202,-0.035823036,2.0992863,2.487605,1.8139416,5,2025-01-24 11:39:43,True
-1.4735769,0.9711726,-3.161207,4.2971125,-2.7370965,9,2025-01-24 11:39:51,True
3.2220361,-1.3027242,-0.322999,-1.7374214,-2.741984,9,2025-01-24 11:40:15,False
2.2673995,-0.06972298,1.9336051,2.6111498,1.8466735,5,2025-01-24 11:41:09,True
3.1597047,2.2384434,-2.0754433,0.33627766,-2.9654002,8,2025-01-26 19:34:22,False
2.9675329,2.2253704,-1.9558343,0.3354202,-2.9094126,8,2025-01-26 19:34:22,False
4.614422,1.8401278,-4.001395,-2.5532682,0.48974374,9,2025-01-26 19:34:22,False
-2.5515218,1.5364463,2.29815,-3.800821,-0.6658772,4,2025-01-26 19:38:06,False
4.435068,-0.8841284,-2.7979846,2.129118,0.2412096,12,2025-01-26 19:38:56,False
-0.028150598,0.3812456,-3.887048,-0.03187827,0.38993204,5,2025-01-26 19:39:21,True
4.8558598,-0.8309705,-2.265627,2.5247908,0.09867758,12,2025-01-26 19:41:24,False
